pseudoid,weightnet,vacuumed,quantum,quantumunit,geometry,height,density,massinjar,massinjartare,massinjargross,dryweightnet,dryweightpercent,totalvaporizationamount,totalvaporizationvolume,ashweightnet,amounttoashing,ashconcentration,srcarrierconcentration,srcarriervolume,sievedorganicweight,sievedrocksweight,sieveddryweight
71478,,0,0.0756,kg,g-3,10.0,7.8577,75.6,11.1,86.7,,,,,,,,,,,,
57128,,0,0.457,kg_np,g-1,30.0,0.84,457.0,135.5,592.5,,,,,,,,,,,,
51966,,0,0.4995,kg_np,g-1,30.0,0.92,499.5,137.1,636.6,,,,,,,,,,,,
73568,1.0,0,4.0,kg,g-3,1.0,3.0,,,,136.3,13630.0,,,,,,,,,,
66856,,0,1.0,kg,g-4,1.0,1.0,,,,,,,,,,,,,,,
77281,120.5,1,0.0456,kg_kp,g-2,26.0,0.41,45.6,26.8,72.4,121.29999999999995,100.66,,,,,,,,,,
63225,,0,14177.8,m^3,g-11,4.0,0.15,,,,,,,,,,,,,,,
53537,,0,23569.5,m^3,g-11,0.0,0.15,,,,,,,,,,,,,,,
68281,,0,19486.0,m^3,g-11,5.0,1.0,,,,,,,,,,,,,,,
70769,38.0,0,1.0,kg,g-2,1.0,1.0,,,,48.0,126.32,,,13.0,5.0,260.0,,,,,
71068,300.0,0,0.2015,kg_kp,g-2,26.0,1.8,201.5,778.0,979.5,201.5,67.17,,,,,,,,,,
67087,,0,20865.6,m^3,g-11,9.0,0.15,,,,,,,,,,,,,,,
52963,,0,47702.0,m^3,g-11,5.0,0.15,,,,,,,,,,,,,,,
79504,,0,0.4301,kg_np,g-1,30.0,0.8,430.1,136.6,566.7,,,,,,,,,,,,
70609,,0,26784.8,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
75259,,0,18554.0,m^3,g-8,0.0,1.0,,,,,,,,,,,,,,,
58470,,0,10068.5,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
70660,,0,24015.8,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
69731,,0,0.6218,kg,g-3,26.0,17.26,621.8,59.1,680.9,,,,,,,,,,,,
74392,,0,24514.1,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
67858,,0,24771.6,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
73012,,0,0.5135,kg_np,g-1,30.0,0.95,513.5,136.5,650.0,,,,,,,,,,,,
51460,,0,0.5095,kg_np,g-1,30.0,0.94,509.5,139.4,648.9,,,,,,,,,,,,
50319,,0,0.5269,kg_np,g-1,30.0,0.97,526.9,135.9,662.8,,,,,,,,,,,,
70370,,0,24589.3,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
67760,,0,20879.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
59231,,0,190558.2,m^3,g-14,0.0,1.0,,,,,,,,,,,,,,,
59413,25294.0,0,0.025294,m^3,g-3,3.0,0.39,1.624,11.2102,12.83414,,,25294.0,,,,,,,,,
79611,81.4,1,0.0149,kg_kp,g-3,8.0,1.34,14.9,7.0,21.9,81.40000000000003,100.0,,,,,,,,,,
58350,,0,19949.2,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
56660,1.0,0,,,,,,,,,3.0,300.0,,,,,,,,,,
52361,3268.0,0,0.47862,kg_kp,g-1,30.0,0.88,478.62,136.78,615.4,2860.5,87.53,,,,,,,,,,
73722,,0,14104.41,m^3,g-12,0.0,1.0,,,,,,,,,,,,,,,
63725,,0,255938.6,m^3,g-14,0.0,1.0,,,,,,,,,,,,,,,
74202,,0,9205.2,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
77648,,0,39628.0,m^3,g-12,0.0,1.0,,,,,,,,,,,,,,,
61058,,0,10804.1,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
74447,,0,15001.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
54506,,0,12048.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
50286,,0,9241.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
61105,,0,21271.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
55196,,0,59733.0,m^3,g-8,0.0,0.15,,,,,,,,,,,,,,,
60708,,0,0.5451,kg_np,g-1,30.0,1.01,545.1,133.4,678.5,,,,,,,,,,,,
68624,,0,26163.44,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
53194,,0,20733.8,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
56213,,0,24099.5,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
73826,,0,24324.8,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
58102,,0,25017.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
61184,,0,24586.3,m^3,g-8,0.0,1.0,,,,,,,,,,,,,,,
53407,,0,7549.5,m^3,g-11,0.0,,,,,,,,,,,,,,,,
59463,,0,0.5548,kg_np,g-1,30.0,1.03,554.8,135.8,690.6,,,,,,,,,,,,
65615,,0,3285.0,m^3,g-8,1.0,1.0,,,,,,,,,,,,,,,
66353,,0,13022.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
62492,,0,76177.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
76903,567.5,1,0.1877,kg_kp,g-2,26.0,1.68,187.7,26.8,214.5,575.5,101.41,,,,,,,,,,
67524,2559.1,1,0.3213,kg_kp,g-2,26.0,2.87,321.3,26.8,348.1,2558.2000000000003,99.96,,,,,,,,,,
50625,,0,1847.6,m^3,g-7,0.0,0.0,,,,,,,,,,,,,,,
73154,,0,13120.0,m^3,g-12,0.0,1.0,,,,,,,,,,,,,,,
56217,,0,31774.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
72358,,0,0.0136,kg,g-4,30.0,1.0,,,,,,,,,,,,,,,
63576,,0,0.0145,kg_np,g-4,32.0,1.0,,145.0,,,,,,,,,,,,,
74222,,0,0.52072,kg_np,g-1,30.0,0.96,520.72,132.75,653.47,,,,,,,,,,,,
66917,411.9,1,0.1389,kg_kp,g-2,26.0,1.24,138.9,26.8,165.7,413.4,100.36,,,,,,,,,,
62643,,0,116.0,m^3,g-8,1.0,1.0,,,,,,,,,,,,,,,
60923,1385.9,1,0.11047,kg_kp,g-2,26.0,0.99,110.47,26.77,137.24,989.8,71.42,,,,,,,,,232.29,757.51
77755,1327.82,1,0.11357,kg_kp,g-2,26.0,1.02,113.57,26.77,140.34,945.12,71.18,,,,,,,,,131.52,813.6
62389,,0,10772.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
80294,,0,11181.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
58774,4116.4,0,0.48383,kg_kp,g-1,30.0,0.89,483.83,136.87,620.7,3595.6,87.35,,,,,,,,,,
74908,,0,11818.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
67305,,0,11881.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
74307,,0,11045.5,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
73933,,0,13928.9,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
51131,,0,12087.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
54908,,0,17957.3,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
72989,386.7,1,0.091,kg_kp,g-2,26.0,0.81,91.0,26.8,117.8,386.7,102.38,,,,,,,,,,
71634,,0,11999.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
53694,,0,10419.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
72650,,0,0.0011,kg,g-4,5.0,1.0,,,,,,,,,,,,,,,
80174,,0,0.325,kg,g-7,75.0,0.33,325.0,373.2,698.2,,,,,,,,,,,,
71323,,0,9470.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
77333,,0,12079.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
69365,,0,8949.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
55056,,0,11932.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
62413,,0,23609.0,m^3,g-8,9.0,0.15,,,,,,,,,,,,,,,
65696,,0,27765.0,m^3,g-8,9.0,0.15,,,,,,,,,,,,,,,
78642,,0,38326.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
75948,,0,12983.94,m^3,g-12,0.0,1.0,,,,,,,,,,,,,,,
70694,,0,19503.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
59942,1325.57,0,0.13653,kg_kp,g-2,26.0,1.22,136.53,26.77,163.3,1171.87,88.4,,,,,,,,,109.05,1171.87
56762,,0,47485.0,m^3,g-8,9.0,1.0,,,,,,,,,,,,,,,
58661,709.93,1,0.0147,kg_kp,g-4,9.0,1.0,14.7,7.9,22.6,51.30000000000001,7.23,,,,,,,,,,
54378,759.29,1,0.0146,kg_kp,g-4,9.0,1.0,14.6,7.8,22.4,33.10000000000002,4.36,,,,,,,,,,
76561,1560.28,0,0.0025,kg_kp,g-4,2.0,1.0,2.5,7.9,10.4,2.6999999999999886,0.17,,,,,,,,,,
59426,,0,0.293,kg,g-4,46.0,1.0,293.0,463.0,756.0,,,,,,,,,,,,
69471,2083.0,1,0.17441,kg_kp,g-2,26.0,1.56,174.41,26.72,201.13,2648.7,127.16,,,,,,,,,,
58399,,0,29947.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
70109,1560.28,1,0.00153,kg,g-4,6.0,1.0,1.53,1.5554,3.085,2.6999999999999886,0.17,,,,,,,,,,
63685,1543.7,1,0.12934,kg_kp,g-2,26.0,1.16,129.34,26.72,156.06,1286.5,83.34,,,,,,,,,156.61,
71850,1532.73,1,0.13938,kg_kp,g-2,26.0,1.25,139.38,26.72,166.1,1345.33,87.77,,,,,,,,,256.27,
56598,1737.37,1,0.16752,kg_kp,g-2,26.0,1.5,167.52,26.72,194.24,1578.37,90.85,,,,,,,,,101.05,
80457,1320.31,1,0.13523,kg_kp,g-2,26.0,1.21,135.23,26.72,161.95,1055.81,79.97,,,,,,,,,505.72,
53572,1837.7,1,0.1057,kg_kp,g-2,26.0,0.95,105.7,26.72,132.42,1080.3000000000002,58.79,,,,,,,,,30.13,
80289,1835.5,1,0.11157,kg_kp,g-2,26.0,1.0,111.57,26.72,138.29,1054.8000000000002,57.47,,,,,,,,,37.09,
75755,523.2,1,0.1463,kg_kp,g-2,26.0,1.31,146.3,26.8,173.1,524.2,100.19,,,,,,,,,,
51727,,0,23393.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
60482,,0,12439.17,m^3,g-8,8.0,1.0,,,,,,,,,,,,,,,
55469,,0,1.0,laaduton,g-2,0.0,0.0,,,,,,,,,,,,,,,
69756,,0,33677.0,m^3,g-8,10.0,0.2,,,,,,,,,,,,,,,
55578,,0,64120.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
55976,431.0,1,0.2151,kg_kp,g-2,26.0,1.92,215.1,26.8,241.9,431.00000000000006,100.0,,,,,,,,,,
77576,3084.8,0,0.4706,kg_kp,g-1,30.0,0.87,470.6,137.28,607.88,2668.4,86.5,,,,,,,,,,
55264,,0,25797.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
78624,,0,0.1,kg,g-1,30.0,1.0,,136.7,0.0,,,,,,,,,,,,
65882,,0,30842.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
57338,,0,24739.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
50253,,0,11199.25,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
59667,,0,52491.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
68834,,0,10778.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
57722,,0,10647.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
56683,,0,21045.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
61778,,0,11231.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
60354,,0,36111.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
54582,,0,1.0,laaduton,g-5,27.0,0.06,16.59,58.89,75.48,,,,,,,,,,,,
58732,,0,0.12,litra,g-4,85.0,1.0,,,,,,,,,,,,,,,
67624,,0,1.0,kg,g-4,5.0,0.67,,,,,,,,,,,,,,,
55930,,0,25389.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
75781,,0,1.0,m^3,g-8,1.0,1.0,,,,,,,,,,,,,,,
51715,,0,340982.8,m^3,g-14,0.0,1.0,,,,,,,,,,,,,,,
76488,,0,4079.0,m^3,g-11,5.0,0.5,,,,,,,,,,,,,,,
70928,,0,3166.0,m^3,g-11,1.0,0.5,,,,,,,,,,,,,,,
57134,,0,195628.2,m^3,g-14,0.0,1.0,,,,,,,,,,,,,,,
63284,,0,3428.0,m^3,g-11,5.0,1.0,5.24,20.43,25.67,,,,,,,,,,,,
68084,,0,28000.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
61938,,0,15483.0,m^3,g-3,3.0,7.0,,,,,,,,,,,,,,,
76879,,0,1000000.0,m^3,g-2,24.0,0.48,49.4,18.3,67.7,,,,,,,,,,,,
50147,,0,58723.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
80433,,0,12901.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
53818,,0,26961.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
62339,,0,0.045,kg_np,g-2,10.0,1.05,,,,,,20000.0,,,,,,,,,
60897,,0,0.09,kg_np,g-2,20.0,1.05,,,,,,2000.0,,,,,,,,,
69093,,0,209170.0,m^3,g-14,0.0,1.0,,,,,,,,,,,,,,,
68740,,0,1.0,laaduton,g-5,27.0,0.15,44.99,60.12,105.11,,,,,,,,,,,,
77830,,0,19031.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
69174,,0,24058.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
64414,,0,1.0,laaduton,g-4,5.0,0.67,,,,,,,,,,,,,,,
74513,,0,1.0,kg,g-4,30.0,0.8,,,,,,,,,,,,,,,
77822,,0,1.0,kg,g-4,1.0,1.0,,,,,,,,,,,,,,,
52606,,0,22246.9,m^3,g-8,9.0,0.15,,,,,,,,,,,,,,,
79797,,0,13708.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
72408,,0,32032.0,m^3,g-8,9.0,0.15,,,,,,,,,,,,,,,
52593,,0,12775.0,m^3,g-8,5.0,0.15,,,,,,,,,,,,,,,
62805,2636.8,0,0.46128,kg_kp,g-1,30.0,0.85,461.28,138.18,599.46,2369.1000000000004,89.85,,,,,,,,,,
71841,,0,44938.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
59598,,0,0.52535,kg_np,g-1,30.0,0.97,525.35,133.55,658.9,,,,,,,,,,,,
50872,,0,25741.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
59378,,0,1.0,kg,g-4,10.0,1.0,,,,,,,,,,,,,,,
78772,,0,21054.8,m^3,g-4,5.0,0.6,,,,,,,,,,,,,,,
77536,,0,25410.7,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
80323,,0,15187.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
54252,,0,14829.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
66975,,0,221745.0,m^3,g-14,0.0,1.0,,,,,,,,,,,,,,,
78820,,0,25350.0,m^3,g-11,0.0,1.0,,,,,,,,,,,,,,,
53445,370.7,1,0.1674,kg_kp,g-2,26.0,1.5,167.4,26.8,194.2,370.7000000000001,100.0,,,,,,,,,,
