pseudoid,weightNet,vacuumed,quantum,quantumUnit,geometry,height,density,massInJar,massInJarTare,massInJarGross,dryWeightNet,dryWeightPercent,totalVaporizationAmount,totalVaporizationVolume,ashWeightNet,amountToAshing,ashConcentration,SrCarrierConcentration,SrCarrierVolume,sievedOrganicWeight,sievedRocksWeight,sievedDryWeight
71897,124.5,0,0.0263,kg_kp,g-3,13,1.46,26.3,10.3,36.6,97.1,77.99,,,,,,,,,,
74064,95,0,0.027,kg_kp,g-3,13,1.5,27,10.2,37.2,74.1999999999999,78.11,,,,,,,,,,
74030,116.9,0,0.0266,kg_kp,g-3,13,1.48,26.6,10.2,36.8,91.1999999999999,78.02,,,,,,,,,,
67206,80.9,0,0.0265,kg_kp,g-3,13,1.47,26.5,10.2,36.7,63.8,78.86,,,,,,,,,,
63958,68.3,0,0.0272,kg_kp,g-3,13,1.51,27.2,10.3,37.5,54,79.06,,,,,,,,,,
68179,67.8,0,0.0256,kg_kp,g-3,13,1.42,25.6,10.3,35.9,53.5,78.91,,,,,,,,,,
68245,77.7,0,0.0266,kg_kp,g-3,13,1.48,26.6,10.2,36.8,62.6,80.57,,,,,,,,,,
55934,104.3,0,0.0233,kg_kp,g-3,13,1.29,23.3,10.2,33.5,79.7,76.41,,,,,,,,,,
55651,108.2,0,0.0263,kg_kp,g-3,13,1.46,26.3,10.4,36.7,83.1,76.8,,,,,,,,,,
60450,103.8,0,0.0288,kg_kp,g-3,13,1.6,28.8,10.3,39.1,98.1,94.51,,,,,,,,,,
54550,80.8,0,0.025,kg_kp,g-3,13,1.39,25,10.3,35.3,62.1,76.86,,,,,,,,,,
72067,92.9,0,0.0236,kg_kp,g-3,13,1.31,23.6,10.3,33.9,73.1,78.69,,,,,,,,,,
54442,80,0,0.0325,kg_kp,g-3,13,1.8,32.5,10.4,42.9,60.4,75.5,,,,,,,,,,
67416,74.5,0,0.0288,kg_kp,g-3,13,1.6,28.8,10.3,39.1,69.0999999999999,92.75,,,,,,,,,,
62480,94,0,0.0319,kg_kp,g-3,13,1.77,31.9,10.3,42.2,74.4,79.15,,,,,,,,,,
59974,80.8,0,0.0289,kg_kp,g-3,13,1.6,28.9,10.2,39.1,56.6,70.05,,,,,,,,,,
62445,97.7,0,0.0318,kg_kp,g-3,13,1.77,31.8,10.2,42,74.9,76.66,,,,,,,,,,
51423,85.9,0,0.0253,kg_kp,g-3,13,1.4,25.3,10.2,35.5,64.7,75.32,,,,,,,,,,
50802,67.8,0,0.0265,kg_kp,g-3,13,1.47,26.5,10.4,36.9,54.8,80.83,,,,,,,,,,
80409,1378.3,0,0.8488,kg,g-1,30,1.57,848.8,133.2,982,1352.4,98.12,,,,,,,,,,
76804,473.4,1,0.41281,kg_tp,g-2,26,0.73,81.2,26.9,108.1,93.1,19.67,,,,,,,,,,
62020,419.8,1,0.29102,kg_tp,g-2,26,0.84,94,27,121,135.6,32.3,,,,,,,,,,
60173,546.7,1,0.41622,kg_tp,g-2,26,0.77,86.2,27.1,113.3,113.2,20.71,,,,,,,,,,
64873,447.8,1,0.23644,kg_tp,g-2,26,0.67,75.4,26.9,102.3,142.8,31.89,,,,,,,,,,
63364,536.4,1,0.34838,kg_tp,g-2,26,0.8,89.5,27.1,116.6,137.8,25.69,,,,,,,,,,
71946,369.9,1,0.26889,kg_tp,g-2,26,0.82,91.8,27.1,118.9,126.3,34.14,,,,,,,,,,
53332,,0,1.5,litra,g-3,20,1,,,,,,,,,,,,,,,
78449,,0,2,litra,g-3,20,1,,,,,,,,,,,,,,,
61937,,0,22296.9,m^3,g-13,0,1,,,,,,,,,,,,,,,
55082,,0,137476,m^3,g-14,0,1,,,,,,,,,,,,,,,
70267,,0,28505.1,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
74630,,0,27787.3,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
51031,,0,18411,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
73473,,0,18411,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
72027,,0,22278,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
58899,,0,22278,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
59114,,0,0.9233,kg,g-1,30,1.71,923.3,132.6,1055.9,,,,,,,,,,,,
68836,,0,0.0237,kg,g-3,26,0.66,23.7,12.3,36,,,,,,,,,,,,
55368,,0,0.53528,kg_tp,g-1,30,0.99,535.28,138.34,673.62,,,,,,,,,,,,
50989,,0,0.17104,kg,g-1,30,0.32,171.04,132.95,303.99,,,,,,,,,,,,
69758,,0,0.6809,kg,g-1,30,1.26,680.9,137.4,818.3,,,,,,,,,,,,
53509,,0,0.03106,m^3,g-1,30,1,,,,,,31060,,,,,,,,,
69749,,0,,,,,,,,,,,,,,,,,,,,
76718,,0,0.9295,kg,g-1,30,1.72,929.5,136.4,1065.9,,,,,,,,,,,,
62966,,0,0.8538,kg,g-1,30,1.58,853.8,139.9,993.7,,,,,,,,,,,,
65209,1227.6,0,0.809,kg_kp,g-1,30,1.5,809,133.3,942.3,1183,96.37,,,,,,,,,,
76253,,0,28837.8,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
50820,,0,6267.4,m^3,g-7,0,1,,,,,,,,,,,,,,,
67655,,0,29207.9,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
74240,,0,6201.1,m^3,g-7,0,1,,,,,,,,,,,,,,,
56803,,0,1,laaduton,g-2,26,1,,,,,,,,,,,,,,,
72900,,0,0.5413,kg,g-1,1,0,,,,,,,,,,,,,,,
51593,,0,0.5345,kg,g-1,1,0,,,,,,,,,,,,,,,
50993,,0,0.5437,kg,g-1,1,0,,,,,,,,,,,,,,,
50176,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
78577,,0,0.8629,kg,g-1,30,1.6,862.9,132.7,995.6,,,,,,,,,,,,
69528,,0,0.7001,kg,g-1,30,1.29,700.1,132.7,832.8,,,,,,,,,,,,
61722,,0,,,,,,,,,,,2.36,,,,,3.33,1.5,,,
80636,,0,,,,,,,,,,,0.88,,,,,3.33,1.5,,,
76035,,0,,,,,,,,,,,7.48,,,,,3.33,1.5,,,
57518,,0,,,,,,,,,,,0.96,,,,,3,1.5,,,
70975,,0,,,,,,,,,,,1.28,,,,,3.33,1.5,,,
70655,,0,,,,,,,,,,,0.96,,,,,3.33,1.5,,,
59617,,0,,,,,,,,,,,1.24,,,,,3.33,1.5,,,
66875,,0,,,,,,,,,,,1.4,,,,,3.33,1.5,,,
74840,,0,,,,,,,,,,,,,,,,,,,,
62247,,0,,,,,,,,,,,,,,,,,,,,
60599,,1,0.0856,kg_tp,g-2,26,0.77,85.6,26.9,112.5,,,,,,,,,,,,
50485,,1,0.08397,kg_tp,g-2,26,0.75,83.97,26.88,110.85,,,,,,,,,,,,
56031,,1,0.09023,kg_tp,g-2,26,0.81,90.23,26.88,117.11,,,,,,,,,,,,
67997,,1,0.0768,kg_tp,g-2,26,0.69,76.8,26.9,103.7,,,,,,,,,,,,
60629,,1,0.09043,kg_tp,g-2,26,0.81,90.43,26.89,117.32,,,,,,,,,,,,
64288,,0,1,laaduton,g-3,0,1,,,,,,,,,,,,,,,
59042,,0,1,laaduton,g-2,0,1,,,,,,,,,,,,,,,
52111,,0,1,laaduton,g-3,0,1,,,,,,,,,,,,,,,
64352,,0,1,laaduton,g-2,0,1,,,,,,,,,,,,,,,
54040,,0,1,laaduton,g-3,0,1,,,,,,,,,,,,,,,
57748,,0,1,laaduton,g-2,0,1,,,,,,,,,,,,,,,
75529,,0,14160,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
56295,,0,14160,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
66417,,0,19512,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
51733,,0,19512,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
70967,,0,0.04333,kg,g-2,25,1,,,,,,,,,,,,,,,
57132,,0,0.04023,kg,g-2,25,0.39,,,,,,,,,,,,,,,
53732,,0,0.04438,kg,g-2,25,0.43,,,,,,,,,,,,,,,
77927,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
55620,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
55652,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
61439,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
59321,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
62326,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
57925,,0,1,m^2,g-3,1,0.12,0.165,12.0218,12.1864,,,11620,,,,,1,2.5,,,
59398,,0,2.7274,litra,g-3,25,0.58,20.21,11.22,31.43,,,,4,29.65,,,,,,,
64638,,0,2.749,litra,g-3,25,0.6,20.7,11.22,31.92,,,,4,30.11,,,,,,,
64442,,0,,,,,,,,,,,,,,,,,,,,
57310,,0,2.92432,litra,g-3,25,0.62,21.64,11.27,32.91,,,,4,29.58,,,,,,,
68079,,0,2.77778,litra,g-3,25,0.61,21,11.18,32.18,,,,4,30.23,,,,,,,
60983,,0,28202.7,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
53302,,0,5519.9,m^3,g-7,0,1,,,,,,,,,,,,,,,
64322,,0,29661.3,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
50448,,0,5359.4,m^3,g-7,0,1,,,,,,,,,,,,,,,
50597,,0,22368.2,m^3,g-13,0,1,,,,,,,,,,,,,,,
55880,,0,193252,m^3,g-14,0,1,,,,,,,,,,,,,,,
77523,,0,0.00002,kg,g-3,1,0.02,0.023,11.4176,11.4402,,,,,,,,,,,,
77841,,0,0.0044,kg,g-3,1,,,,,,,,,,,,,,,,
75995,1242.4,0,0.8778,kg_kp,g-1,30,1.62,877.8,136.5,1014.3,1220.3,98.22,,,,,,,,,,
65596,,1,0.04333,kg,g-2,24,1,,,,,,,,,,,,,,,
50299,,0,0.8825,kg,g-1,30,1.63,882.5,132.4,1014.9,,,,,,,,,,,,
65869,,0,0.8971,kg,g-1,30,1.66,897.1,139.4,1036.5,,,,,,,,,,,,
67289,,0,0.9464,kg,g-1,30,1.75,946.4,136.1,1082.5,,,,,,,,,,,,
69007,,0,2.52878,litra,g-3,25,0.55,18.89,11.17,30.06,,,,4,29.87,,,,,,,
61022,,0,2.92215,litra,g-3,25,0.63,21.77,11.16,32.93,,,,4,29.79,,,,,,,
75465,,0,2.5843,litra,g-3,25,0.58,20.08,11.15,31.23,,,,4,31.08,,,,,,,
67342,,0,2.57733,litra,g-3,25,0.56,19.33,11.17,30.5,,,,4,29.97,,,,,,,
64818,,0,0.1904,kg_kp,g-1,30,1,,,,,,,,,,,,,,,
72254,9.11,0,,,,,,,,,2.7,29.64,,,,,,,,,,
55118,,0,17740,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
70185,,0,17740,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
74169,,0,21020,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
79625,,0,21020,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
64193,,0,27823.2,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
62871,,0,29032.1,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
71624,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
58051,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
56099,,0,0.8693,kg,g-1,30,1.61,869.3,137.1,1006.4,,,,,,,,,,,,
56404,,0,0.0426,litra,g-2,10,0.99,42.6,12.6,55.2,,,,,,,,,,,,
63856,,0,0.5,m^2,g-3,23,1,,,,,,,,,,,,,,,
50393,,0,2.56586,litra,g-3,25,0.55,19.09,11.18,30.27,,,,4,29.77,,,,,,,
57069,,0,,,,,,,,,,,,,,,,,,,,
53454,,0,0.08736,kg,g-3,25,2.52,87.36,11.22,98.58,,,,,,,,,,,,
76768,1303.6,0,0.01534,kg_kp,g-3,25,0.44,15.34,11.32,26.66,86.4,6.63,,,,,,,,,,
50555,,0,0.03046,m^3,g-1,30,1,,,,,,30460,,,,,,,,,
64690,,0,,,,,,,,,,,30460,,,,,,,,,
57994,1205.3,0,0.8338,kg_kp,g-1,30,1.54,833.8,135.6,969.4,1148.7,95.3,,,,,,,,,,
58665,,0,13602,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
69354,,0,13602,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
59133,,0,19257,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
68344,,0,19257,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
65338,,0,0.9071,kg,g-1,30,1.68,907.1,136.3,1043.4,,,,,,,,,,,,
55724,,0,0.49968,kg,g-1,30,0.92,499.68,137.12,636.8,,,,,,,,,,,,
53363,,0,0.49,kg,g-1,28,1,490,132,622,,,,,,,,,,,,
64626,,0,0.5,m^2,g-3,1,0.17,0.24,11.38,11.62,,,19.44,,,,,3.33,5,,,
51686,,0,,,,,,,,,,,2.06,,,,,3.33,1.5,,,
76041,,0,,,,,,,,,,,2.14,,,,,3.33,1.5,,,
52146,,0,,,,,,,,,,,1.38,,,,,3.33,1.5,,,
74938,,0,,,,,,,,,,,1.62,,,,,3.33,1.5,,,
76046,,0,,,,,,,,,,,2.28,,,,,3.33,1.5,,,
74632,,0,,,,,,,,,,,1.2,,,,,3.33,1.5,,,
64340,,0,,,,,,,,,,,1.38,,,,,3.33,1.5,,,
78628,,0,,,,,,,,,,,0.94,,,,,3.33,1.5,,,
57930,,0,,,,,,,,,,,,,,,,,,,,
65147,,0,,,,,,,,,,,,,,,,,,,,
71402,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
80449,,1,0.046,kg,g-2,26,0.41,46,26.98,72.98,,,,,,,,,,,,
62518,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
62399,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
74372,,0,1,laaduton,g-2,1,1,,,,,,,,,,,,,,,
73349,180.49,0,0.18049,kg,g-2,26,1.61,180.49,26.98,207.47,180.49,100,,,,,,,,,,
62861,,0,28468.7,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
74875,,0,27915.3,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
56221,,0,0.003836,kg,g-3,2,1.38,,,,,,,,,,,,,,,
55993,,0,0.00509,kg,g-2,1,1.18,,,,,,,,,,,,,,,
61277,,0,1,laaduton,g-6,40,0.96,,,,,,,,,,,,,,,
57308,,0,1,m^2,g-3,1,0.21,0.291,11.4116,11.7024,,,20580,,,,,1,2.5,,,
53005,,0,1,m^2,g-3,1,0.18,0.254,11.4547,11.7085,,,15620,,,,,1,2.5,,,
73790,,0,0.02516,m^3,g-3,2,0.68,1.872,11.4496,13.3216,,,25160,,,,,1,7.5,,,
67733,1292.3,0,0.9352,kg_kp,g-1,30,1.73,935.2,133.1,1068.3,1268.1,98.13,,,,,,,,,,
67195,1463.2,0,0.9269,kg_kp,g-1,30,1.71,926.9,132.7,1059.6,1439.4,98.37,,,,,,,,,,
68497,,0,17627,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
69978,,0,17627,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
63567,,0,21916,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
57876,,0,21916,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
79532,30.11,0,0.02118,kg_kp,g-2,17,0.29,21.18,26.97,48.15,23.06,76.59,,,,,,,,1.52,,21.54
51145,50.56,0,0.02514,kg_kp,g-2,21,0.28,25.14,26.96,52.1,31.15,61.61,,,,,,,,5.18,,25.97
59443,183.21,0,0.09812,kg_kp,g-2,26,0.88,98.12,26.97,125.09,143.89,78.54,,,,,,,,,21.05,122.84
62859,225.03,0,0.11151,kg,g-2,24,1.08,111.51,26.96,138.47,190.29,84.56,,,,,,,,,21.07,169.22
55251,257.95,0,0.12236,kg_kp,g-2,25,1.14,122.36,26.98,149.34,228.78,88.69,,,,,,,,,37.3,191.48
68229,615.03,0,0.12268,kg_kp,g-2,25,1.14,122.68,26.98,149.66,544.11,88.47,,,,,,,,,194.89,349.22
64044,558.62,0,0.12619,kg_kp,g-2,25,1.17,126.19,26.99,153.18,493.54,88.35,,,,,,,,,186.82,306.72
65475,26.34,0,0.01378,kg,g-2,11,0.29,13.78,26.98,40.76,15.07,57.21,,,,,,,,0.84,,14.23
54812,71.15,0,0.04673,kg_kp,g-2,16,0.68,46.73,26.97,73.7,48.1,67.6,,,,,,,,0.93,,47.17
58025,216.9,0,0.09361,kg_kp,g-2,26,0.84,93.61,26.95,120.56,177.66,81.91,,,,,,,,,83.8,93.86
75778,232.61,0,0.12446,kg_kp,g-2,26,1.11,124.46,26.93,151.39,201.75,86.73,,,,,,,,,77.22,124.53
62679,250.98,0,0.12762,kg_kp,g-2,26,1.14,127.62,26.94,154.56,228.08,90.88,,,,,,,,,76.72,151.36
66650,785.36,0,0.1533,kg_kp,g-2,26,1.37,153.3,26.97,180.27,717.7,91.38,,,,,,,,,320.13,397.57
64559,599.7,0,0.13464,kg_kp,g-2,26,1.2,134.64,26.97,161.61,527.02,87.88,,,,,,,,,155.21,371.81
73019,30.03,0,0.00948,kg_kp,g-2,12,0.18,9.48,26.87,36.35,12.33,41.06,,,,,,,,2.25,,10.0799
59679,72.6,0,0.03414,kg_kp,g-2,24,0.33,34.14,26.9,61.04,35.79,49.3,,,,,,,,0.97,,34.82
60125,248.29,0,0.08351,kg_kp,g-2,24,0.81,83.51,26.91,110.42,195.95,78.92,,,,,,,,,42.14,153.81
71612,186.57,0,0.10208,kg_kp,g-2,24,0.99,102.08,26.84,128.92,163.72,87.75,,,,,,,,,60.6,103.12
66136,173.69,0,0.11944,kg_kp,g-2,25,1.11,119.44,26.92,146.36,155.2,89.35,,,,,,,,,34.91,120.29
66038,639.76,0,0.137,kg_kp,g-2,26,1.23,137,26.84,163.84,583.91,91.27,,,,,,,,,235.1,348.81
51122,708.93,0,0.12085,kg_kp,g-2,26,1.08,120.85,26.98,147.83,582.36,82.15,,,,,,,,,78.82,503.539
69029,,0,1,laaduton,g-6,0,1,,,,,,,,,,,,,,,
79942,,0,1,laaduton,g-2,1,1,,,,,,,,,,,,,,,
50748,,0,0.0192,kg,g-3,11,1.26,,,,,,,,,,,,,,,
56020,,0,27895.5,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
77837,,0,6033.2,m^3,g-7,0,1,,,,,,,,,,,,,,,
79032,,0,29175.9,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
50184,,0,5832,m^3,g-7,0,1,,,,,,,,,,,,,,,
76138,,0,,,,,,,,,,,,,,,,,,,,
50071,,0,,,,,,,,,,,,,,,,,,,,
59547,360,0,0.0554,kg_kp,g-2,25,1,,82.4,27,116.3,32.31,,,,,,,,,,
76811,104.8,0,0.0931,kg_kp,g-2,23,0.94,93.1,27,120.1,,,,,,,,,,,,
63306,,1,0.10377,kg,g-3,25,3,103.77,11.15,114.92,,,,,,,,,,,,
66642,,1,0.09888,kg,g-3,25,2.85,98.88,11.13,110.01,,,,,,,,,,,,
62708,,1,0.1085,kg,g-3,25,3.13,108.5,11.16,119.66,,,,,,,,,,,,
63511,,1,0.06218,kg,g-3,25,1.8,62.18,11.17,73.35,,,,,,,,,,,,
79370,,1,0.07381,kg,g-3,25,2.13,73.81,11.17,84.98,,,,,,,,,,,,
64272,,1,0.051,kg,g-3,25,1.47,51,11.17,62.17,,,,,,,,,,,,
64032,,1,0.07265,kg,g-3,25,2.1,72.65,11.18,83.83,,,,,,,,,,,,
77260,,1,0.05159,kg,g-3,25,1.49,51.59,11.18,62.77,,,,,,,,,,,,
51972,,1,0.09606,kg,g-3,25,2.77,96.06,11.26,107.32,,,,,,,,,,,,
70492,,1,0.10345,kg,g-3,25,2.99,103.45,11.27,114.72,,,,,,,,,,,,
54062,,1,0.10529,kg,g-3,25,3.04,105.29,11.27,116.56,,,,,,,,,,,,
70428,,1,0.09573,kg,g-3,25,2.76,95.73,11.28,107.01,,,,,,,,,,,,
78333,,1,0.09692,kg,g-3,25,2.8,96.92,11.28,108.2,,,,,,,,,,,,
69123,,1,0.09345,kg,g-3,25,2.7,93.45,11.28,104.73,,,,,,,,,,,,
60353,,1,0.08167,kg,g-3,25,2.36,81.67,11.28,92.95,,,,,,,,,,,,
75195,,1,0.06695,kg,g-3,25,1.93,66.95,11.28,78.23,,,,,,,,,,,,
52890,,1,0.04138,kg,g-3,25,1.19,41.38,11.28,52.66,,,,,,,,,,,,
50191,,1,0.04467,kg,g-3,25,1.29,44.67,11.28,55.95,,,,,,,,,,,,
73092,,1,0.049,kg,g-3,25,1.41,49,11.28,60.28,,,,,,,,,,,,
72569,,1,0.04923,kg,g-3,25,1.42,49.23,11.29,60.52,,,,,,,,,,,,
62749,,0,13618,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
76772,,0,13618,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
53504,,0,19167,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
79349,,0,19167,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
58096,,0,28859.4,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
61501,,0,5306.2,m^3,g-7,0,1,,,,,,,,,,,,,,,
52276,,0,28075.6,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
57821,,0,5814.6,m^3,g-7,0,1,,,,,,,,,,,,,,,
51558,1223.8,0,0.8194,kg,g-1,30,1.51,819.4,135.6,955,1182.1,96.59,,,,,,,,,,
65102,1348.6,0,0.9176,kg,g-1,30,1.7,917.6,133,1050.6,1334.2,98.93,,,,,,,,,,
59475,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
51867,,0,0.50961,kg,g-1,30,1,,,,,,,,,,,,,,,
61823,,0,0.50624,kg,g-1,30,1,,,,,,,,,,,,,,,
72597,,0,0.5091,kg,g-1,30,1,,,,,,,,,,,,,,,
65867,,0,0.24538,kg,g-1,30,0.45,245.38,135.87,381.25,,,,,,,,,,,,
62016,,0,0.22433,kg,g-1,30,0.41,224.33,132.87,357.2,,,,,,,,,,,,
62094,,0,0.23205,kg,g-1,30,0.43,232.05,137.67,369.72,,,,,,,,,,,,
74360,,0,0.21785,kg,g-1,30,0.4,217.85,132.32,350.17,,,,,,,,,,,,
74228,,0,0.1401,kg,g-2,22,1.48,140.1,26.8,166.9,,,,,,,,,,,,
67307,,0,0.1538,kg,g-2,20,1.79,153.8,26.9,180.7,,,,,,,,,,,,
63923,925.9,0,0.7323,kg,g-1,30,1.35,732.3,132.5,864.8,855.4,92.39,,,,,,,,,,
53453,,0,,,,,,,,,,,,,,,,,,,,
70240,,0,,,,,,,,,,,,,,,,,,,,
52298,,0,2.86892,litra,g-3,25,0.61,21.23,11.17,32.4,,,,4,29.62,,,,,,,
53403,,0,2.70331,litra,g-3,25,0.59,20.41,11.16,31.57,,,,4,30.21,,,,,,,
60096,,0,1.2,litra,g-3,20,1,,,,,,,,,,,,,,,
70231,,0,2.74133,litra,g-3,25,0.59,20.56,11.27,31.83,,,,4,29.99,,,,,,,
71217,,0,2.62123,litra,g-3,25,0.58,20,11.28,31.28,,,,4,30.53,,,,,,,
64407,,0,2,litra,g-3,20,1,,,,,,,,,,,,,,,
58723,,0,1,laaduton,g-2,10,1,,,,,,,,,,,,,,,
50245,,0,17650,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
55811,,0,17650,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
78246,,0,21010,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
50945,,0,21010,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
65996,,0,0.1612,kg,g-2,23,1.63,161.2,26.8,188,,,,,,,,,,,,
78125,,0,0.13183,kg,g-2,21,1.46,131.83,26.8,158.63,,,,,,,,,,,,
50405,,0,0.14883,kg,g-2,26,1.33,148.83,26.9,175.73,,,,,,,,,,,,
59834,,0,0.8706,kg,g-1,30,1.61,870.6,136.4,1007,,,,,,,,,,,,
67110,,0,28480.7,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
75339,,0,28795.8,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
80405,,0,0.07,m^2,g-3,1,0.11,0.157,12.2167,12.3735,,,5940,,,,,,,,,
77545,,0,0.07,m^2,g-3,1,0.08,0.111,12.1186,12.2299,,,7060,,,,,,,,,
65700,,0,0.07,m^2,g-3,1,0.08,0.116,12.1832,12.2993,,,6880,,,,,,,,,
75422,,0,,,,,,,,,,,,,,,,,,,,
65932,,0,0.04004,m^3,g-3,3,0.99,4.129,11.9354,16.0641,,,40020,,,,,1,7.5,,,
53598,,0,,,,,,,,,,,40020,,,,,1,,,,
50716,,0,0.03998,m^3,g-3,5,0.57,3.922,12.2152,16.1371,,,39980,,,,,1,7.5,,,
73517,,0,,,,,,,,,,,,,,,,,,,,
73222,,0,0.5,m^2,g-3,20,1,,,,,,,,,,,,,,,
64775,,0,,,,,,,,,,,,,,,,,,,,
54476,,0,1,m^2,g-3,1,0.31,0.424,11.9931,12.4171,,,47480,,,,,1,2.5,,,
58548,,0,0.5,m^2,g-3,1,0.25,0.35,11.38,11.73,,,16140,,,,,3.33,5,,,
79279,,0,,,,,,,,,,,1.98,,,,,3.33,1.5,,,
78707,,0,,,,,,,,,,,,,,,,,,,,
58011,,0,2.80272,litra,g-3,25,0.59,20.6,11.17,31.77,,,,5,36.73,,,,,,,
53303,,0,0.45615,kg,g-1,30,0.84,456.15,135.82,591.97,,,,,,,,,,,,
78059,,0,0.28345,kg,g-1,27,0,283.45,137.46,420.91,,,,,,,,,,,,
57661,,0,0.31478,kg,g-1,27,0,314.78,135.5,450.28,,,,,,,,,,,,
65494,,0,0.52612,kg,g-1,30,0.97,526.12,135.54,661.66,,,,,,,,,,,,
73989,,0,0.27521,kg,g-1,27,0,275.21,136.84,412.05,,,,,,,,,,,,
61908,,0,0.48973,kg,g-1,30,0.91,489.73,137.48,627.21,,,,,,,,,,,,
54834,,0,2.63122,litra,g-3,25,0.56,19.55,11.27,30.82,,,,5,37.15,,,,,,,
63152,,0,2.76798,litra,g-3,25,0.59,20.4,11.26,31.66,,,,5,36.84,,,,,,,
58220,,0,0.22437,kg,g-1,30,0.41,224.37,132.78,357.15,,,,,,,,,,,,
55412,,0,0.28972,kg,g-1,30,0.54,289.72,132.87,422.59,,,,,,,,,,,,
52249,,0,0.8561,kg,g-1,30,1.58,856.1,133,989.1,,,,,,,,,,,,
75966,,0,0.8688,kg,g-1,30,1.61,868.8,132.6,1001.4,,,,,,,,,,,,
50107,1358.3,0,0.8393,kg,g-1,30,1.55,839.3,133.4,972.7,1316.5,96.92,,,,,,,,,,
64785,,0,,,,,,,,,,,,,,,,,,,,
62387,,0,0.8747,kg,g-1,30,1.62,874.7,140.1,1014.8,,,,,,,,,,,,
67246,,0,,,,,,,,,,,,,,,,,,,,
68546,,0,,,,,,,,,,,,,,,,,,,,
60102,,0,2.91084,litra,g-3,25,0.61,21.22,11.16,32.38,,,,5,36.43,,,,,,,
75643,,0,0.00381,kg,g-3,4,0.69,3.81,11.4,15.21,,,,,,,,,,,,
68860,,0,0.01567,kg,g-3,26,0.44,,,,,,,,,,,,,,,
56462,,0,0.01584,kg,g-3,26,0.44,15.84,11.38,27.22,,,,,,,,,,,,
64784,,0,0.07,m^2,g-3,1,0.1,0.132,11.4558,11.5882,,,4360,,,,,,,,,
53867,,0,0.07,m^2,g-3,1,0.07,0.102,12.1842,12.2863,,,6660,,,,,,,,,
55506,,0,1,m^2,g-3,1,0.29,0.406,12.065,12.4711,,,27160,,,,,1,2.5,,,
65825,,0,1,m^2,g-3,2,0.4,1.11,12.0584,13.168,,,27960,,,,,1,2.5,,,
71276,,0,13547,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
