pseudoid,weightNet,vacuumed,quantum,quantumUnit,geometry,height,density,massInJar,massInJarTare,massInJarGross,dryWeightNet,dryWeightPercent,totalVaporizationAmount,totalVaporizationVolume,ashWeightNet,amountToAshing,ashConcentration,SrCarrierConcentration,SrCarrierVolume,sievedOrganicWeight,sievedRocksWeight,sievedDryWeight
51055,,0,29093.1,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
52642,,0,5441.8,m^3,g-7,0,1,,,,,,,,,,,,,,,
60026,,0,28689.6,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
61469,,0,5569.4,m^3,g-7,0,1,,,,,,,,,,,,,,,
77085,,0,1,m^2,g-3,1,0.12,0.17,11.3096,11.4794,,,33320,,,,,1,2.5,,,
58950,,0,,,,,,,,,,,,,,,,,,,,
78199,,0,0.07,m^2,g-3,1,0.09,0.129,12.0409,12.1698,,,7380,,,,,,,,,
70383,,0,0.07,m^2,g-3,1,0.09,0.121,12.0132,12.1338,,,8500,,,,,,,,,
67142,,0,0.07,m^2,g-3,1,0.08,0.113,12.0329,12.1456,,,8260,,,,,,,,,
74608,,0,,,,,,,,,,,,,,,,,,,,
60274,,0,0.5,m^2,g-3,20,0.34,9.34,11.47,20.81,,,,,,,,,,,,
58173,,0,0.5,m^2,g-3,1,1,,,,,,12.08,,,,,3.33,5,,,
60068,,0,,,,,,,,,,,1500,,,,,3.33,1.5,,,
75809,,0,6.4,m^3,g-2,1,1,,,,,,,,,,,,,,,
56622,,0,7,m^3,g-2,1,1,,,,,,,,,,,,,,,
67283,,0,6.2,m^3,g-2,1,1,,,,,,,,,,,,,,,
55137,,0,7.1,m^3,g-2,1,1,,,,,,,,,,,,,,,
54319,,0,6.9,m^3,g-2,1,1,,,,,,,,,,,,,,,
56209,,0,4.9,m^3,g-2,1,1,,,,,,,,,,,,,,,
68251,1187,0,0.48614,kg_tp,g-2,26,0.88,98.2,27.1,125.3,239.8,20.2,,,,,,,,,,
61101,546.7,0,0.42588,kg_tp,g-2,26,0.79,88.2,27.1,115.3,113.2,20.71,,,,,,,,,,
50462,517.1,0,0.43805,kg_tp,g-2,26,0.8,89.8,27.1,116.9,106,20.5,,,,,,,,,,
50003,637.3,0,0.49438,kg_tp,g-2,26,0.87,96.8,27.1,123.9,124.8,19.58,,,,,,,,,,
79281,528.6,0,0.4791,kg_tp,g-2,26,0.84,94,27.1,121.1,103.7,19.62,,,,,,,,,,
73613,527.5,0,0.46903,kg_tp,g-2,26,0.84,93.9,27.1,121,105.6,20.02,,,,,,,,,,
80038,489.6,0,0.40024,kg_tp,g-2,26,0.88,98.9,27.1,126,121,24.71,,,,,,,,,,
68117,,0,,,,,,,,,,,,,,,,,,,,
50344,,0,,,,,,,,,,,,,,,,,,,,
62343,,0,2.76359,litra,g-3,25,0.59,20.34,11.2,31.54,,,,4,29.42,,,,,,,
65373,,0,2.68054,litra,g-3,25,0.58,19.97,11.19,31.16,,,,5,37.26,,,,,,,
52805,,0,0.868,kg,g-1,30,1.6,868,132.2,1000.2,,,,,,,,,,,,
74044,,0,2.79586,litra,g-3,25,0.59,20.27,11.21,31.48,,,,5,36.24,,,,,,,
79018,,0,2.68775,litra,g-3,25,0.58,19.97,11.23,31.2,,,,4,29.73,,,,,,,
61575,,0,17808,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
51307,,0,17808,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
52849,,0,20824,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
60145,,0,20824,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
61508,,0,1,laaduton,g-2,1,1,,,,,,,,,,,,,,,
70163,,0,20550.7,m^3,g-13,0,1,,,,,,,,,,,,,,,
65630,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
67976,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
62056,,0,0.9639,kg,g-1,30,1.78,963.9,135.8,1099.7,,,,,,,,,,,,
56109,,0,28096.1,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
75351,,0,29362.3,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
66272,,0,,,,,,,,,,,1540,,,,,3.33,1.5,,,
55441,,0,,,,,,,,,,,1200,,,1200,,3.33,1.5,,,
58923,,0,,,,,,,,,,,740,,,740,,3.33,1.5,,,
78185,,0,,,,,,,,,,,1440,,,1440,,3.33,1.5,,,
72145,,0,,,,,,,,,,,1800,,,1800,,3.33,1.5,,,
75919,,0,,,,,,,,,,,1540,,,1540,,3.33,1.5,,,
51839,,0,,,,,,,,,,,1780,,,1780,,3.33,1.5,,,
73731,,0,,,,,,,,,,,1600,,,1600,,3.33,1.5,,,
77840,,0,13826,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
52476,,0,13826,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
71041,,0,19708,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
55351,,0,19708,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
75072,,0,0.5398,kg_tp,g-1,30,1,539.8,132.7,672.5,,,,,,,,,,,,
67315,,0,0.04188,m^3,g-3,6,0.74,6.147,11.0696,17.2168,,,41880,,,,,1,7.5,,,
61421,,0,,,,,,,,,,,41880,,,,,1,,,,
54875,,0,0.0414,m^3,g-3,4,0.8,4.438,11.1664,15.6042,,,41400,,,,,1,7.5,,,
70843,,0,,,,,,,,,,,41400,,,,,1,,,,
78019,,0,,,,,,,,,,,41400,,,,,1,,,,
66349,,0,1,m^2,g-3,1,0.21,0.294,11.916,12.21,,,16120,,,,,1,2.5,,,
78457,,0,1,m^2,g-3,1,0.14,0.194,11.4472,11.6409,,,13020,,,,,1,2.5,,,
50999,,0,0.07,m^2,g-3,1,0.12,0.17,12.053,12.2234,,,7360,,,,,,,,,
61905,,0,0.07,m^2,g-3,1,0.09,0.127,11.4259,11.5531,,,9880,,,,,,,,,
65092,692.3,0,0.1889,kg_kp,g-2,26,1.69,188.9,26.8,215.7,656.1,94.77,,,,,,,,,,
64390,,0,21621.2,m^3,g-11,0,1,,,,,,,,,,,,,,,
76727,2396.8,0,0.51616,kg_tp,g-2,26,0.96,107,27.1,134.1,496.8,20.73,,,12.72,220.37,5.77,,,,,
78933,2703,0,0.52489,kg_tp,g-2,26,0.95,106.5,27.1,133.6,548.5,20.29,,,14.15,220.98,6.4,,,,,
53057,1904.2,0,0.49233,kg_tp,g-2,26,0.89,99.5,27,126.5,384.9,20.21,,,12.98,220.77,5.88,,,,,
70675,1060.1,0,0.577238,kg_tp,g-2,26,0.95,,,,234.2,22.09,,,19.3,230.75,8.36,,,,,
51843,1073.6,0,0.53712,kg_tp,g-2,26,1.16,129.5,27,156.5,258.8,24.11,,,18.53,251.44,7.37,,,,,
58881,2889,0,0.43214,kg_tp,g-2,26,1.01,112.4,27.1,139.5,751.3,26.01,,,17.34,248.46,6.98,,,,,
57942,3537,0,0.45546,kg_tp,g-2,26,1.01,113,27.1,140.1,877.6,24.81,,,21.04,249.84,8.42,,,,,
63212,369.9,0,0.27475,kg_tp,g-2,26,0.84,93.8,27.1,120.9,126.3,34.14,,,,,,,,,,
61386,536.4,0,0.35617,kg_tp,g-2,26,0.82,91.5,27.1,118.6,137.8,25.69,,,,,,,,,,
67103,421.5,0,0.41193,kg_tp,g-2,26,0.8,89.8,27,116.8,91.9,21.8,,,,,,,,,,
70811,404.4,0,0.39199,kg_tp,g-2,23,0.8,79.3,27.1,106.4,81.8,20.23,,,,,,,,,,
71864,328,0,0.32845,kg_tp,g-2,24,0.69,71.7,27.1,98.8,71.6,21.83,,,,,,,,,,
66082,408.8,0,0.40314,kg_tp,g-2,23,0.81,79.7,27,106.7,80.8,19.77,,,,,,,,,,
65084,286.7,0,0.14709,kg_tp,g-3,25,0.85,29.3,11.6,40.9,57.1,19.92,,,,,,,,,,
77182,223.1,0,0.1556,kg_tp,g-3,25,0.85,29.3,11.4,40.7,42,18.83,,,,,,,,,,
79125,331.5,0,0.11386,kg_tp,g-3,25,0.92,31.7,11.5,43.2,92.3,27.84,,,,,,,,,,
52736,256.9,0,0.14654,kg_tp,g-3,25,0.82,28.4,11.7,40.1,49.8,19.38,,,,,,,,,,
68399,213.9,0,0.08985,kg_tp,g-3,25,1,34.7,11.5,46.2,82.6,38.62,,,,,,,,,,
72317,,0,0.03298,kg,g-2,10,0.77,32.983,27.015,59.9977,,,,,,,,,,,,
75469,,0,0.04085,kg,g-2,10,0.95,40.85,27.015,67.8647,,,,,,,,,,,,
79839,,0,0.03443,kg,g-2,10,0.8,34.429,27.015,61.4443,,,,,,,,,,,,
61512,,0,0.0358,kg,g-2,10,0.83,35.805,27.015,62.8198,,,,,,,,,,,,
79128,,0,0.03424,kg,g-2,10,0.8,34.237,27.015,61.252,,,,,,,,,,,,
69235,,0,0.04068,kg,g-2,10,0.95,40.679,27.015,67.6942,,,,,,,,,,,,
58478,,0,0.04073,kg,g-2,10,0.95,40.726,27.015,67.7407,,,,,,,,,,,,
65427,,0,0.04118,kg,g-2,10,0.96,41.176,27.015,68.1913,,,,,,,,,,,,
71391,,0,0.03676,kg,g-2,10,0.85,36.764,27.015,63.7793,,,,,,,,,,,,
79486,,0,0.04001,kg,g-2,10,0.93,40.013,27.015,67.0278,,,,,,,,,,,,
72117,,0,0.02582,kg,g-2,10,0.6,25.819,27,52.819,,,,,,,,,,,,
71846,,0,0.02682,kg,g-2,10,0.62,26.822,27.015,53.8375,,,,,,,,,,,,
62187,,0,0.03235,kg,g-2,10,0.75,32.353,27.015,59.3677,,,,,,,,,,,,
75916,,0,0.03383,kg,g-2,10,0.79,33.832,27.015,60.8473,,,,,,,,,,,,
51025,,0,0.03046,kg,g-2,10,0.71,30.459,27.015,57.4741,,,,,,,,,,,,
69634,,0,0.03154,kg,g-2,10,0.73,31.544,27.015,58.5588,,,,,,,,,,,,
52763,,0,0.0317,kg,g-2,10,0.74,31.702,27.015,58.7171,,,,,,,,,,,,
66385,,0,0.03324,kg,g-2,10,0.77,33.238,27.015,60.2532,,,,,,,,,,,,
62360,,0,0.08861,kg,g-3,10,6.4,88.614,0,88.6139,,,,,,,,,,,,
62374,,0,0.09255,kg,g-3,10,6.68,92.549,0,92.5485,,,,,,,,,,,,
74692,,0,29367.7,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
75074,,0,28518.7,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
77366,,0,2,litra,g-3,20,1,,,,,,,,,,,,,,,
77180,,0,0.23534,kg,g-1,30,0.44,235.34,135.42,370.76,,,,,,,,,,,,
73141,,0,0.33716,kg,g-1,30,0.62,337.16,132.62,469.78,,,,,,,,,,,,
53256,,0,0.69532,kg,g-1,30,1.29,695.32,132.65,827.97,,,,,,,,,,,,
58418,,0,0.65814,kg,g-1,30,1.22,658.14,137.13,795.27,,,,,,,,,,,,
51442,,0,0.2246,kg,g-2,26,2.01,224.6,26.75,251.35,,,,,,,,,,,,
79151,,0,0.03203,kg,g-2,10,0.74,32.035,27.015,59.0504,,,,,,,,,,,,
64738,,0,0.03398,kg,g-2,10,0.79,33.975,27.015,60.9898,,,,,,,,,,,,
67048,,0,0.03346,kg,g-2,10,0.78,33.46,27.015,60.4755,,,,,,,,,,,,
60194,,0,0.03121,kg,g-2,10,0.73,31.214,27.015,58.2286,,,,,,,,,,,,
77370,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
66241,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
80005,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
59183,,0,207795,m^3,g-14,0,1,,,,,,,,,,,,,,,
67140,,0,1,laaduton,g-3,0,1,,,,,,,,,,,,,,,
77457,,0,1,laaduton,g-2,0,1,,,,,,,,,,,,,,,
74437,,0,1,laaduton,g-6,0,1,,,,,,,,,,,,,,,
68873,,0,20500.6,m^3,g-13,0,1,,,,,,,,,,,,,,,
73430,,0,1,laaduton,g-2,13,1,,,,,,,,,,,,,,,
79814,,0,1,laaduton,g-2,12,1,,,,,,,,,,,,,,,
67520,,0,1,laaduton,g-2,8,1,,,,,,,,,,,,,,,
78779,,0,1,laaduton,g-2,6,1,,,,,,,,,,,,,,,
79954,,0,1,laaduton,g-2,13,1,,,,,,,,,,,,,,,
52029,,0,1,laaduton,g-2,8,1,,,,,,,,,,,,,,,
62549,,0,1,laaduton,g-2,1,1,,,,,,,,,,,,,,,
75709,,0,1,laaduton,g-3,8,1,,,,,,,,,,,,,,,
79475,,0,1,laaduton,g-3,2,1,,,,,,,,,,,,,,,
58963,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
67636,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
80572,,0,1,laaduton,g-2,1,1,,,,,,,,,,,,,,,
57901,,0,1,laaduton,g-2,1,1,,,,,,,,,,,,,,,
59271,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
72507,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
73125,,0,1,laaduton,g-2,1,1,,,,,,,,,,,,,,,
67379,,0,1,laaduton,g-2,1,1,,,,,,,,,,,,,,,
67702,,0,0.0515,kg,g-3,10,1,,,,,,,,,,,,,,,
55504,,0,0.053,kg_kp,g-3,23,1,,,,,,,,,,,,,,,
55153,,0,0.03014,kg,g-2,10,0.7,30.136,27.015,57.1507,,,,,,,,,,,,
59103,,0,0.03125,kg,g-2,10,0.73,31.251,27.015,58.2663,,,,,,,,,,,,
80012,,0,0.0398,kg,g-2,10,0.93,39.802,27.015,66.817,,,,,,,,,,,,
50101,,0,0.03609,kg,g-2,10,0.84,36.088,27.015,63.1032,,,,,,,,,,,,
52573,,0,0.0334,kg,g-2,10,0.78,33.403,27.015,60.4179,,,,,,,,,,,,
62587,,0,0.07474,kg,g-2,1,17.38,74.736,27.015,101.7515,,,,,,,,,,,,
74292,,0,0.05186,kg,g-2,1,12.06,51.855,27.015,78.8702,,,,,,,,,,,,
72451,,0,0.03514,kg,g-2,10,0.82,35.137,27.015,62.1516,,,,,,,,,,,,
73542,,0,2,litra,g-3,18,1,,,,,,,,,,,,,,,
70085,,0,17994,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
79748,,0,17994,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
77184,,0,21826,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
65846,,0,21826,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
78663,,0,27790.8,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
53538,,0,6100.9,m^3,g-7,0,1,,,,,,,,,,,,,,,
73749,,0,29009.1,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
65898,,0,5708.6,m^3,g-7,0,1,,,,,,,,,,,,,,,
58562,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
75577,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
60108,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
54495,,0,,,,,,,,,,,,,,,,,,,,
72834,,0,,,,,,,,,,,,,,,,,,,,
58338,,0,0.02774,kg,g-2,10,0.64,27.736,27.015,54.7511,,,,,,,,,,,,
53981,,0,0.03058,kg,g-2,10,0.71,30.582,27.015,57.5972,,,,,,,,,,,,
75624,,0,0.02773,kg,g-2,10,0.64,27.725,27.015,54.7402,,,,,,,,,,,,
74029,,0,0.02655,kg,g-2,10,0.62,26.545,27.015,53.56,,,,,,,,,,,,
62574,,0,0.03025,kg,g-2,10,0.7,30.253,27.015,57.2681,,,,,,,,,,,,
71398,,0,0.03271,kg,g-2,10,0.76,32.712,27.015,59.7271,,,,,,,,,,,,
57649,,0,0.52027,kg,g-1,30,0.96,520.27,135.83,656.1,,,,,,,,,,,,
55030,,0,0.53932,kg,g-1,30,1,539.32,135.98,675.3,,,,,,,,,,,,
51866,,0,0.52674,kg,g-1,30,0.97,526.74,137.56,664.3,,,,,,,,,,,,
75213,,0,0.52921,kg,g-1,30,0.98,529.21,137.59,666.8,,,,,,,,,,,,
78355,,0,0.50858,kg,g-1,30,0.94,508.58,135.72,644.3,,,,,,,,,,,,
54697,,0,0.52967,kg,g-1,30,0.98,529.67,137.73,667.4,,,,,,,,,,,,
52979,,0,22115,m^3,g-13,0,1,,,,,,,,,,,,,,,
63058,,0,0.6115,kg,g-1,30,1.13,611.5,136.3,747.8,,,,,,,,,,,,
58914,,0,1,laaduton,g-3,0,1,,,,,,,,,,,,,,,
55395,,0,1,laaduton,g-2,0,1,,,,,,,,,,,,,,,
50202,,0,1,laaduton,g-6,0,1,,,,,,,,,,,,,,,
65586,,0,1,laaduton,g-3,0,1,,,,,,,,,,,,,,,
66093,,0,1,laaduton,g-2,0,1,,,,,,,,,,,,,,,
52996,,0,1,laaduton,g-6,0,1,,,,,,,,,,,,,,,
78021,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
69066,,0,0.03915,kg,g-2,10,0.91,39.148,27.015,66.1628,,,,,,,,,,,,
58593,,0,0.03496,kg,g-2,10,0.81,34.959,27.015,61.9738,,,,,,,,,,,,
66562,,0,0.03443,kg,g-2,10,0.8,34.428,27.015,61.4432,,,,,,,,,,,,
76394,,0,0.03568,kg,g-2,10,0.83,35.678,27.015,62.6933,,,,,,,,,,,,
70879,,0,0.0474,kg,g-2,10,1.1,47.396,27.015,74.4108,,,,,,,,,,,,
74951,,0,0.04738,kg,g-2,10,1.1,47.384,27.015,74.3989,,,,,,,,,,,,
50859,,0,0.03048,kg,g-3,10,2.2,30.483,11.4109,41.8943,,,,,,,,,,,,
57278,,0,0.008,kg,g-3,6,1,,,,,,,,,,,,,,,
58067,,0,14035,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
68435,,0,14035,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
56414,,0,19402,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
57710,,0,19402,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
69262,,0,1.0063,kg,g-1,30,1.86,1006.3,135.4,1141.7,,,,,,,,,,,,
61532,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
80483,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
75912,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
57292,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
70291,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
67967,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
78898,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
79255,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
75890,,0,0.0428,litra,g-2,10,1,42.8,27,69.8,,,,,,,,,,,,
62163,,0,0.0428,litra,g-2,10,1,42.8,27,69.8,,,,,,,,,,,,
74287,,0,2.65909,litra,g-3,25,0.57,19.89,11.34,31.23,,,,4,29.93,,,,,,,
77188,,0,2.46486,litra,g-3,25,0.53,18.24,11.35,29.59,,,,4,29.6,,,,,,,
51599,,0,0.1587,kg,g-2,26,1.42,158.7,26.9,185.6,,,,,,,,,,,,
68781,,0,0.26,kg,g-2,26,1,,,,,,,,,,,,,,,
77420,,0,0.2,kg,g-2,26,1,,,,,,,,,,,,,,,
65508,,0,2.91463,litra,g-3,25,0.62,21.51,11.35,32.86,,,,5,36.92,,,,,,,
52808,,0,2.95333,litra,g-3,25,0.64,22.15,11.22,33.37,,,,5,37.53,,,,,,,
78734,,0,229640,m^3,g-14,0,1,,,,,,,,,,,,,,,
62493,,0,0.07,m^2,g-3,1,1,,,,,,,,,,,,,,,
56781,,0,0.07,m^3,g-2,1,1,,,,,,,,,,,,,,,
77357,,0,0.07,m^2,g-3,1,1,,,,,,,,,,,,,,,
74139,,0,0.07,m^2,g-3,1,1,,,,,,,,,,,,,,,
57979,,0,0.07,m^2,g-3,1,1,,,,,,,,,,,,,,,
78897,,0,0.07,m^2,g-3,1,1,,,,,,,,,,,,,,,
78415,,0,0.07,m^2,g-3,1,1,,,,,,,,,,,,,,,
51991,,0,0.07,m^2,g-3,1,1,,,,,,,,,,,,,,,
52227,,0,0.07,m^2,g-3,1,1,,,,,,,,,,,,,,,
69450,,0,2.48295,litra,g-3,25,0.53,18.2,11.35,29.55,,,,4,29.31,,,,,,,
69895,,0,0.2162,kg,g-5,31,1,,,,,,,,,,,,,,,
60389,,0,0.2249,kg,g-2,26,1,,,,,,,,,,,,,,,
73065,,0,0.2299,kg,g-2,26,1,,,,,,,,,,,,,,,
62939,,0,2.25841,litra,g-3,25,0.48,16.78,11.23,28.01,,,,4,29.72,,,,,,,
77636,,0,1,m^2,g-3,2,0.13,0.367,11.9181,12.2851,,,12.42,,,,,1,2.5,,,
68067,,0,,,,,,,,,,,,,,,,,,,,
64852,,0,28257.6,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
70319,,0,5289.6,m^3,g-7,0,1,,,,,,,,,,,,,,,
76038,,0,27064.4,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
57883,,0,5478.9,m^3,g-7,0,1,,,,,,,,,,,,,,,
64557,,0,3.06614,litra,g-3,25,0.67,23.18,11.19,34.37,,,,5,37.8,,,,,,,
66982,,0,2.96224,litra,g-3,25,0.66,22.75,11.19,33.94,,,,5,38.38,,,,,,,
60402,721.1,0,0.1859,kg,g-2,26,1.66,185.9,27,212.9,705.6,97.85,,,,,,,,,,
51032,,0,18000,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
54808,,0,18000,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
70735,,0,21398,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
77722,,0,21398,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
65130,,1,0.01332,,g-2,5,0.62,13.32,,,,,,,,,,,,,,
73309,,1,0.01332,,g-2,5,0.62,13.32,,,,,,,,,,,,,,
58784,,0,0.05142,kg,g-2,10,1.2,51.423,27.015,78.4376,,,,,,,,,,,,
65058,,0,0.11703,kg,g-2,26,1.05,117.03,26.9,143.93,,,,,,,,,,,,
68420,1276.3,0,0.9424,kg,g-1,30,1.74,942.4,133,1075.4,1234.1,96.69,,,,,,,,,,
65949,1022.4,0,0.8422,kg,g-1,30,1.56,842.2,133.3,975.5,965.4,94.42,,,,,,,,,,
74772,,0,0.7407,kg,g-1,30,1.37,740.7,140.5,881.2,,,,,,,,,,,,
64453,1510.2,0,0.7486,kg,g-1,30,1.38,748.6,135.7,884.3,1417.9,93.89,,,,,,,,,,
78746,1617.3,0,0.7762,kg,g-1,30,1.43,776.2,134.5,910.7,1593,98.5,,,,,,,,,,
58197,1572.7,0,0.8087,kg,g-1,30,1.49,808.7,135.5,944.2,1560.6,99.23,,,,,,,,,,
66095,,0,28132.9,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
75325,,0,29471.7,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
66932,,0,0.5379,kg_tp,g-1,30,0.99,537.9,133.4,671.3,,,,,,,,,,,,
58608,,0,0.5,m^2,g-3,19,0.41,10.8,11.07,21.87,,,,,,,,,,,,
72941,,0,0.5,m^2,g-3,1,0.28,0.39,11.45,11.84,,,20.24,,,,,3.33,5,,,
77256,,0,0.00059,kg,g-3,1,0.43,0.59,12.0115,12.6017,,,,,,,,,,,,
56091,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
60241,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
52069,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
60559,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
65647,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
66059,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
52702,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
76656,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
52265,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
73661,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
69263,,0,0.53986,kg,g-1,1,1,539.86,135.44,675.3,,,,,,,,,,,,
75095,,0,0.53096,kg,g-1,1,0,530.96,132.74,663.7,,,,,,,,,,,,
56427,,0,0.52538,kg,g-1,1,0,525.38,133.42,658.8,,,,,,,,,,,,
68433,,0,0.02881,kg,g-2,10,0.67,28.806,27.0181,55.8242,,,,,,,,,,,,
51833,,0,0.00002,kg,g-3,1,0.02,0.023,11.4176,11.4402,,,,,,,,,,,,
56333,,0,0.00056,kg,g-3,1,0.4,0.556,12.1546,12.7101,,,,,,,,,,,,
76268,,0,0.00107,kg,g-3,1,0.77,1.071,11.9214,12.9926,,,,,,,,,,,,
70043,884.26,0,0.31852,kg_tp,g-2,26,0.73,81.51,26.81,108.32,226.26,25.59,,,,,,,,,,
71381,1349.38,0,0.3257,kg_tp,g-2,26,0.81,90.74,26.92,117.66,375.88,27.86,,,,,,,,,,
65794,1060.22,0,0.3446,kg_tp,g-2,26,0.89,98.97,26.91,125.88,304.52,28.72,,,,,,,,,,
65189,921.16,0,0.50068,kg_tp,g-2,26,0.85,95.33,26.91,122.24,175.36,19.04,,,,,,,,,,
78570,,0,0.23671,kg,g-1,30,0.44,236.71,133.11,369.82,,,,,,,,,,,,
55108,,0,0.22834,kg,g-1,30,0.42,228.34,132.49,360.83,,,,,,,,,,,,
70810,,0,2.77315,litra,g-3,25,0.6,20.66,11.34,32,,,,4,29.81,,,,,,,
58516,,0,0.27627,kg,g-2,26,2.47,276.27,26.9,303.17,,,,,,,,,,,,
60984,,0,20847.7,m^3,g-11,0,1,,,,,,,,,,,,,,,
65856,,0,151745,m^3,g-14,0,1,,,,,,,,,,,,,,,
72360,,0,1,m^2,g-3,1,0.23,0.321,12.027,12.3477,,,14280,,,,,1,2.5,,,
52325,,0,1,m^2,g-3,2,0.29,0.802,12.0718,12.8739,,,27140,,,,,1,2.5,,,
60075,,0,0.1747,kg,g-1,30,0.32,174.7,132.8,307.5,,,,,,,,,,,,
76380,,0,0.1511,kg,g-1,30,0.28,151.1,133.5,284.6,,,,,,,,,,,,
59554,841.93,0,0.36341,kg_tp,g-2,26,0.77,86.2,26.8,113,199.73,23.72,,,,,,,,,,
79950,798.73,0,0.43033,kg_tp,g-2,26,0.84,94.2,26.9,121.1,174.83,21.89,,,,,,,,,,
79095,592.3,0,0.33019,kg_tp,g-2,26,0.76,84.86,26.92,111.78,152.2,25.7,,,,,,,,,,
74881,1433.06,0,0.29145,kg_tp,g-2,26,0.89,99.5,26.92,126.42,489.26,34.14,,,,,,,,,,
56395,1407.8,0,0.01118,kg_kp,g-3,11,1,,22.41,11.23,12.3,0.87,,,,,,,,,,
68924,,0,14165,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
63727,,0,14165,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
61928,,0,19696,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
68314,,0,19696,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
75073,,0,0.00254,kg_kp,g-3,4,0.46,2.54,10.41,12.95,2.70999999999998,,,,,,,,,,,
59169,,0,0.01013,kg_kp,g-3,12,0.61,10.13,10.23,20.36,9.69,,,,,,,,,,,
51104,,0,0.11517,kg_kp,g-2,26,1.03,115.17,29.36,144.53,134.87,,,,,,,,,,,
58984,103.7,0,0.0254,kg_kp,g-3,13,1.41,25.4,10.3,35.7,80.8,77.92,,,,,,,,,,
60687,106.6,0,0.0248,kg_kp,g-3,13,1.38,24.8,10.3,35.1,81.5,76.45,,,,,,,,,,
76415,84.2,0,0.0238,kg_kp,g-3,13,1.32,23.8,10.3,34.1,66.1,78.5,,,,,,,,,,
57927,131.8,0,0.0264,kg_kp,g-3,13,1.47,26.4,10.2,36.6,100.7,76.4,,,,,,,,,,
